"counts","sp","ia.ind","il.ind","mi.ind","oh.ind","year.cov","week.cov","site.cov","county.cov","survey.cov","data.set"
0,"Least Skipper",0,1,0,0,3,1,263,7,0,"Illinois"
4,"Least Skipper",0,1,0,0,3,1,264,10,0,"Illinois"
4,"Least Skipper",0,1,0,0,3,1,269,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,1,270,19,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,1,274,24,0,"Illinois"
1,"Least Skipper",0,1,0,0,3,1,331,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,1,337,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,1,368,7,0,"Illinois"
1,"Least Skipper",0,1,0,0,3,1,369,10,0,"Illinois"
3,"Least Skipper",0,1,0,0,3,1,377,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,1,418,38,0,"Illinois"
0,"Least Skipper",1,0,0,0,4,1,126,49,0,"Iowa"
0,"Least Skipper",0,1,0,0,4,1,167,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,1,171,14,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,1,175,12,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,1,177,7,0.693147180559945,"Illinois"
0,"Least Skipper",0,1,0,0,4,1,182,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,1,184,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,1,189,10,0,"Illinois"
2,"Least Skipper",0,1,0,0,4,1,190,12,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,1,197,21,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,1,204,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,1,209,10,0,"Illinois"
1,"Least Skipper",0,1,0,0,4,1,211,25,0.693147180559945,"Illinois"
0,"Least Skipper",0,1,0,0,4,1,227,14,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,1,233,25,0,"Illinois"
1,"Least Skipper",0,1,0,0,4,1,237,25,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,1,240,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,1,243,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,1,248,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,1,252,14,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,1,263,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,1,264,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,1,265,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,1,270,19,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,1,274,24,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,1,282,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,1,331,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,1,337,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,1,377,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,1,414,38,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,1,418,38,0.693147180559945,"Illinois"
0,"Least Skipper",0,1,0,0,4,1,421,42,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,1,423,38,0,"Illinois"
0,"Least Skipper",1,0,0,0,5,1,112,66,0.693147180559945,"Iowa"
0,"Least Skipper",1,0,0,0,5,1,114,66,0,"Iowa"
0,"Least Skipper",1,0,0,0,5,1,117,66,0.693147180559945,"Iowa"
0,"Least Skipper",1,0,0,0,5,1,126,49,0,"Iowa"
0,"Least Skipper",0,1,0,0,5,1,165,14,0,"Illinois"
5,"Least Skipper",0,1,0,0,5,1,167,7,0,"Illinois"
1,"Least Skipper",0,1,0,0,5,1,171,14,0,"Illinois"
0,"Least Skipper",0,1,0,0,5,1,175,12,0,"Illinois"
0,"Least Skipper",0,1,0,0,5,1,177,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,5,1,179,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,5,1,182,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,5,1,189,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,5,1,211,25,0,"Illinois"
4,"Least Skipper",0,1,0,0,5,1,227,14,0,"Illinois"
0,"Least Skipper",0,1,0,0,5,1,228,25,0,"Illinois"
0,"Least Skipper",0,1,0,0,5,1,233,25,0,"Illinois"
0,"Least Skipper",0,1,0,0,5,1,237,25,0,"Illinois"
0,"Least Skipper",0,1,0,0,5,1,239,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,5,1,243,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,5,1,244,15,0,"Illinois"
0,"Least Skipper",0,1,0,0,5,1,252,14,0,"Illinois"
0,"Least Skipper",0,1,0,0,5,1,256,14,0,"Illinois"
0,"Least Skipper",0,1,0,0,5,1,258,19,0,"Illinois"
12,"Least Skipper",0,1,0,0,5,1,259,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,5,1,263,7,0,"Illinois"
7,"Least Skipper",0,1,0,0,5,1,264,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,5,1,269,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,5,1,274,24,0,"Illinois"
3,"Least Skipper",0,1,0,0,5,1,281,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,5,1,282,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,5,1,283,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,5,1,313,7,0,"Illinois"
1,"Least Skipper",0,1,0,0,5,1,331,7,0,"Illinois"
3,"Least Skipper",0,1,0,0,5,1,369,10,0,"Illinois"
4,"Least Skipper",0,1,0,0,5,1,377,7,0,"Illinois"
1,"Least Skipper",0,1,0,0,5,1,415,42,0,"Illinois"
0,"Least Skipper",0,1,0,0,5,1,417,42,0,"Illinois"
0,"Least Skipper",0,1,0,0,5,1,418,38,0,"Illinois"
0,"Least Skipper",0,0,1,0,5,1,443,86,0,"Michigan"
0,"Least Skipper",0,0,1,0,5,1,444,86,0,"Michigan"
0,"Least Skipper",0,0,1,0,5,1,451,100,0,"Michigan"
0,"Least Skipper",0,0,1,0,5,1,490,71,0,"Michigan"
0,"Least Skipper",1,0,0,0,6,1,113,66,0,"Iowa"
0,"Least Skipper",0,1,0,0,6,1,199,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,6,1,211,25,0,"Illinois"
0,"Least Skipper",0,1,0,0,6,1,227,14,0,"Illinois"
1,"Least Skipper",0,1,0,0,6,1,237,25,0,"Illinois"
0,"Least Skipper",0,1,0,0,6,1,242,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,6,1,258,19,0,"Illinois"
0,"Least Skipper",0,1,0,0,6,1,337,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,6,1,410,38,0,"Illinois"
0,"Least Skipper",0,1,0,0,6,1,412,42,0,"Illinois"
0,"Least Skipper",0,1,0,0,6,1,414,38,0,"Illinois"
0,"Least Skipper",0,1,0,0,6,1,415,42,0,"Illinois"
0,"Least Skipper",0,1,0,0,6,1,421,42,0,"Illinois"
2,"Least Skipper",0,1,0,0,6,1,422,38,0.693147180559945,"Illinois"
0,"Least Skipper",0,1,0,0,6,1,423,38,0,"Illinois"
0,"Least Skipper",0,0,1,0,6,1,445,86,0,"Michigan"
0,"Least Skipper",0,0,1,0,6,1,446,86,0,"Michigan"
0,"Least Skipper",0,0,1,0,6,1,447,95,0,"Michigan"
0,"Least Skipper",0,0,1,0,6,1,453,86,0,"Michigan"
0,"Least Skipper",0,0,1,0,6,1,454,86,0,"Michigan"
0,"Least Skipper",0,0,1,0,6,1,467,86,0,"Michigan"
0,"Least Skipper",0,0,1,0,6,1,469,95,0,"Michigan"
0,"Least Skipper",1,0,0,0,7,1,112,66,0,"Iowa"
0,"Least Skipper",1,0,0,0,7,1,116,60,0,"Iowa"
0,"Least Skipper",1,0,0,0,7,1,121,64,0.693147180559945,"Iowa"
0,"Least Skipper",0,1,0,0,7,1,165,14,0,"Illinois"
0,"Least Skipper",0,1,0,0,7,1,167,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,7,1,169,25,0,"Illinois"
0,"Least Skipper",0,1,0,0,7,1,172,5,0,"Illinois"
0,"Least Skipper",0,1,0,0,7,1,189,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,7,1,195,19,0.693147180559945,"Illinois"
0,"Least Skipper",0,1,0,0,7,1,211,25,0,"Illinois"
0,"Least Skipper",0,1,0,0,7,1,214,14,0,"Illinois"
0,"Least Skipper",0,1,0,0,7,1,216,14,0,"Illinois"
2,"Least Skipper",0,1,0,0,7,1,221,10,0,"Illinois"
3,"Least Skipper",0,1,0,0,7,1,236,25,0,"Illinois"
0,"Least Skipper",0,1,0,0,7,1,239,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,7,1,243,10,0,"Illinois"
1,"Least Skipper",0,1,0,0,7,1,249,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,7,1,256,14,0,"Illinois"
0,"Least Skipper",0,1,0,0,7,1,268,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,7,1,269,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,7,1,272,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,7,1,275,19,0,"Illinois"
0,"Least Skipper",0,1,0,0,7,1,282,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,7,1,284,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,7,1,314,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,7,1,317,11,0,"Illinois"
0,"Least Skipper",0,1,0,0,7,1,319,27,0,"Illinois"
0,"Least Skipper",0,1,0,0,7,1,321,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,7,1,411,42,0,"Illinois"
0,"Least Skipper",0,1,0,0,7,1,414,38,0,"Illinois"
0,"Least Skipper",0,1,0,0,7,1,415,42,0,"Illinois"
0,"Least Skipper",0,1,0,0,7,1,416,42,0,"Illinois"
0,"Least Skipper",0,1,0,0,7,1,417,42,0,"Illinois"
0,"Least Skipper",0,1,0,0,7,1,420,42,0,"Illinois"
0,"Least Skipper",0,1,0,0,7,1,422,38,0,"Illinois"
0,"Least Skipper",0,1,0,0,7,1,423,38,0,"Illinois"
0,"Least Skipper",0,1,0,0,7,1,424,38,0,"Illinois"
0,"Least Skipper",0,0,1,0,7,1,453,86,0,"Michigan"
0,"Least Skipper",0,0,1,0,7,1,463,87,0.693147180559945,"Michigan"
0,"Least Skipper",0,0,1,0,7,1,480,79,0,"Michigan"
0,"Least Skipper",0,0,1,0,7,1,481,74,0,"Michigan"
0,"Least Skipper",0,0,1,0,7,1,488,86,0,"Michigan"
0,"Least Skipper",1,0,0,0,8,1,125,51,0,"Iowa"
0,"Least Skipper",1,0,0,0,8,1,126,49,0,"Iowa"
0,"Least Skipper",1,0,0,0,8,1,128,64,0,"Iowa"
0,"Least Skipper",1,0,0,0,8,1,133,64,0,"Iowa"
0,"Least Skipper",1,0,0,0,8,1,134,67,0,"Iowa"
0,"Least Skipper",1,0,0,0,8,1,142,51,0,"Iowa"
0,"Least Skipper",0,1,0,0,8,1,167,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,8,1,169,25,0,"Illinois"
0,"Least Skipper",0,1,0,0,8,1,171,14,0,"Illinois"
0,"Least Skipper",0,1,0,0,8,1,177,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,8,1,196,12,0,"Illinois"
0,"Least Skipper",0,1,0,0,8,1,198,12,0,"Illinois"
0,"Least Skipper",0,1,0,0,8,1,211,25,0,"Illinois"
0,"Least Skipper",0,1,0,0,8,1,216,14,0,"Illinois"
0,"Least Skipper",0,1,0,0,8,1,239,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,8,1,242,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,8,1,243,10,0,"Illinois"
3,"Least Skipper",0,1,0,0,8,1,249,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,8,1,258,19,0,"Illinois"
0,"Least Skipper",0,1,0,0,8,1,263,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,8,1,265,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,8,1,268,10,0,"Illinois"
1,"Least Skipper",0,1,0,0,8,1,269,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,8,1,272,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,8,1,313,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,8,1,315,14,0,"Illinois"
0,"Least Skipper",0,1,0,0,8,1,320,14,0,"Illinois"
0,"Least Skipper",0,1,0,0,8,1,328,26,0,"Illinois"
0,"Least Skipper",0,1,0,0,8,1,332,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,8,1,339,26,0,"Illinois"
0,"Least Skipper",0,1,0,0,8,1,365,1,0,"Illinois"
0,"Least Skipper",0,1,0,0,8,1,388,25,0,"Illinois"
0,"Least Skipper",0,1,0,0,8,1,419,36,0,"Illinois"
1,"Least Skipper",0,1,0,0,8,1,422,38,0,"Illinois"
0,"Least Skipper",0,0,1,0,8,1,449,95,0,"Michigan"
0,"Least Skipper",0,0,1,0,8,1,450,95,0,"Michigan"
0,"Least Skipper",0,0,1,0,8,1,453,86,0,"Michigan"
0,"Least Skipper",0,0,1,0,8,1,454,86,0,"Michigan"
0,"Least Skipper",0,0,1,0,8,1,456,86,0,"Michigan"
0,"Least Skipper",0,0,1,0,8,1,468,73,0,"Michigan"
0,"Least Skipper",0,0,1,0,8,1,481,74,0,"Michigan"
0,"Least Skipper",0,0,1,0,8,1,482,87,0,"Michigan"
0,"Least Skipper",0,0,1,0,8,1,484,100,0,"Michigan"
3,"Least Skipper",0,0,1,0,8,1,488,86,0,"Michigan"
0,"Least Skipper",0,0,1,0,8,1,497,85,0,"Michigan"
0,"Least Skipper",0,0,1,0,8,1,504,101,0,"Michigan"
0,"Least Skipper",0,0,1,0,8,1,505,74,0,"Michigan"
0,"Least Skipper",0,0,1,0,8,1,506,86,0,"Michigan"
0,"Least Skipper",0,0,1,0,8,1,507,74,0,"Michigan"
0,"Least Skipper",0,0,1,0,8,1,510,72,0,"Michigan"
0,"Least Skipper",0,0,1,0,8,1,511,101,0,"Michigan"
0,"Least Skipper",0,0,1,0,8,1,512,74,0,"Michigan"
0,"Least Skipper",0,0,1,0,8,1,513,101,0,"Michigan"
0,"Least Skipper",0,0,1,0,8,1,515,81,0,"Michigan"
0,"Least Skipper",0,0,1,0,8,1,521,81,0,"Michigan"
0,"Least Skipper",1,0,0,0,9,1,87,67,0,"Iowa"
0,"Least Skipper",1,0,0,0,9,1,112,66,0,"Iowa"
1,"Least Skipper",1,0,0,0,9,1,121,64,0,"Iowa"
1,"Least Skipper",1,0,0,0,9,1,122,66,0,"Iowa"
0,"Least Skipper",1,0,0,0,9,1,124,66,0,"Iowa"
0,"Least Skipper",1,0,0,0,9,1,125,51,0,"Iowa"
0,"Least Skipper",1,0,0,0,9,1,126,49,0,"Iowa"
0,"Least Skipper",1,0,0,0,9,1,129,67,0,"Iowa"
0,"Least Skipper",1,0,0,0,9,1,130,67,0,"Iowa"
0,"Least Skipper",1,0,0,0,9,1,131,67,0,"Iowa"
0,"Least Skipper",1,0,0,0,9,1,133,64,0,"Iowa"
0,"Least Skipper",1,0,0,0,9,1,136,67,0,"Iowa"
0,"Least Skipper",1,0,0,0,9,1,137,67,0,"Iowa"
0,"Least Skipper",1,0,0,0,9,1,138,67,0,"Iowa"
0,"Least Skipper",1,0,0,0,9,1,144,61,0,"Iowa"
0,"Least Skipper",1,0,0,0,9,1,145,47,0,"Iowa"
0,"Least Skipper",0,1,0,0,9,1,172,5,0,"Illinois"
0,"Least Skipper",0,1,0,0,9,1,177,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,9,1,196,12,0,"Illinois"
0,"Least Skipper",0,1,0,0,9,1,209,10,0,"Illinois"
1,"Least Skipper",0,1,0,0,9,1,211,25,0,"Illinois"
0,"Least Skipper",0,1,0,0,9,1,227,14,0,"Illinois"
11,"Least Skipper",0,1,0,0,9,1,237,25,0,"Illinois"
0,"Least Skipper",0,1,0,0,9,1,240,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,9,1,251,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,9,1,252,14,0,"Illinois"
0,"Least Skipper",0,1,0,0,9,1,254,14,0,"Illinois"
0,"Least Skipper",0,1,0,0,9,1,263,7,0,"Illinois"
1,"Least Skipper",0,1,0,0,9,1,264,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,9,1,268,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,9,1,269,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,9,1,275,19,0,"Illinois"
0,"Least Skipper",0,1,0,0,9,1,282,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,9,1,291,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,9,1,313,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,9,1,314,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,9,1,315,14,0,"Illinois"
0,"Least Skipper",0,1,0,0,9,1,320,14,0,"Illinois"
0,"Least Skipper",0,1,0,0,9,1,329,26,0,"Illinois"
0,"Least Skipper",0,1,0,0,9,1,331,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,9,1,380,14,0,"Illinois"
0,"Least Skipper",0,1,0,0,9,1,385,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,9,1,386,20,0,"Illinois"
0,"Least Skipper",0,1,0,0,9,1,387,19,0,"Illinois"
0,"Least Skipper",0,0,1,0,9,1,398,40,0,"Michigan"
0,"Least Skipper",0,1,0,0,9,1,414,38,0,"Illinois"
0,"Least Skipper",0,1,0,0,9,1,419,36,0,"Illinois"
3,"Least Skipper",0,1,0,0,9,1,422,38,0,"Illinois"
0,"Least Skipper",0,1,0,0,9,1,423,38,0,"Illinois"
0,"Least Skipper",0,1,0,0,9,1,424,38,0,"Illinois"
1,"Least Skipper",0,0,1,0,9,1,431,37,0,"Michigan"
0,"Least Skipper",0,0,1,0,9,1,444,86,0,"Michigan"
0,"Least Skipper",0,0,1,0,9,1,451,100,0,"Michigan"
0,"Least Skipper",0,0,1,0,9,1,453,86,0,"Michigan"
0,"Least Skipper",0,0,1,0,9,1,457,86,0,"Michigan"
0,"Least Skipper",0,0,1,0,9,1,459,86,0,"Michigan"
0,"Least Skipper",0,0,1,0,9,1,463,87,0.693147180559945,"Michigan"
0,"Least Skipper",0,0,1,0,9,1,486,85,0,"Michigan"
11,"Least Skipper",0,0,1,0,9,1,488,86,0.693147180559945,"Michigan"
0,"Least Skipper",0,0,1,0,9,1,499,100,0,"Michigan"
0,"Least Skipper",0,0,1,0,9,1,515,81,0,"Michigan"
0,"Least Skipper",0,0,1,0,9,1,532,101,0,"Michigan"
0,"Least Skipper",0,0,1,0,9,1,537,100,0,"Michigan"
0,"Least Skipper",0,0,1,0,9,1,538,99,0,"Michigan"
0,"Least Skipper",0,0,1,0,9,1,540,99,0,"Michigan"
2,"Least Skipper",1,0,0,0,10,1,89,64,0,"Iowa"
1,"Least Skipper",1,0,0,0,10,1,91,48,0,"Iowa"
0,"Least Skipper",1,0,0,0,10,1,93,60,0,"Iowa"
0,"Least Skipper",1,0,0,0,10,1,96,60,0,"Iowa"
0,"Least Skipper",1,0,0,0,10,1,97,60,0,"Iowa"
0,"Least Skipper",1,0,0,0,10,1,98,54,0,"Iowa"
0,"Least Skipper",1,0,0,0,10,1,101,60,0,"Iowa"
0,"Least Skipper",1,0,0,0,10,1,103,54,0,"Iowa"
0,"Least Skipper",1,0,0,0,10,1,110,66,0,"Iowa"
0,"Least Skipper",1,0,0,0,10,1,112,66,0.693147180559945,"Iowa"
0,"Least Skipper",1,0,0,0,10,1,122,66,1.09861228866811,"Iowa"
0,"Least Skipper",1,0,0,0,10,1,123,66,0,"Iowa"
0,"Least Skipper",1,0,0,0,10,1,124,66,0,"Iowa"
0,"Least Skipper",1,0,0,0,10,1,125,51,0,"Iowa"
0,"Least Skipper",1,0,0,0,10,1,126,49,0,"Iowa"
0,"Least Skipper",1,0,0,0,10,1,129,67,0,"Iowa"
0,"Least Skipper",1,0,0,0,10,1,133,64,0,"Iowa"
0,"Least Skipper",1,0,0,0,10,1,136,67,0,"Iowa"
0,"Least Skipper",1,0,0,0,10,1,137,67,0,"Iowa"
0,"Least Skipper",1,0,0,0,10,1,138,67,0.693147180559945,"Iowa"
0,"Least Skipper",1,0,0,0,10,1,144,61,0,"Iowa"
1,"Least Skipper",0,1,0,0,10,1,147,10,0.693147180559945,"Illinois"
0,"Least Skipper",0,1,0,0,10,1,154,9,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,1,156,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,1,160,19,0.693147180559945,"Illinois"
0,"Least Skipper",0,1,0,0,10,1,161,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,1,162,6,0.693147180559945,"Illinois"
0,"Least Skipper",0,1,0,0,10,1,198,12,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,1,204,10,0,"Illinois"
3,"Least Skipper",0,1,0,0,10,1,221,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,1,225,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,1,227,14,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,1,239,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,1,254,14,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,1,256,14,0,"Illinois"
1,"Least Skipper",0,1,0,0,10,1,264,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,1,265,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,1,269,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,1,272,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,1,275,19,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,1,280,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,1,285,19,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,1,288,12,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,1,292,19,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,1,314,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,1,316,12,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,1,320,14,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,1,325,10,0,"Illinois"
3,"Least Skipper",0,1,0,0,10,1,326,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,1,345,7,0,"Illinois"
